Input Mass	Matched Mass	Delta	Name	Formula	Ion	LMSD Examples
786.601	786.6007	0.0003	PC 36:2	C44H84NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 36:2
786.601	786.6007	0.0003	PC O-36:3;O	C44H84NO8P	[M+H]+	
786.601	786.6007	0.0003	PC 36:2	C44H84NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 36:2
786.601	786.6007	0.0003	PC O-36:3;O	C44H84NO8P	[M+H]+	
786.601	786.6007	0.0003	PC 36:2	C44H84NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 36:2
786.601	786.6007	0.0003	PC O-36:3;O	C44H84NO8P	[M+H]+	
786.602	786.6007	0.0013	PC 36:2	C44H84NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 36:2
786.602	786.6007	0.0013	PC O-36:3;O	C44H84NO8P	[M+H]+	
788.521	788.5225	0.0015	PC 37:8	C45H74NO8P	[M+H]+	
788.521	788.5225	0.0015	PC O-37:9;O	C45H74NO8P	[M+H]+	
788.522	788.5225	0.0005	PC 37:8	C45H74NO8P	[M+H]+	
788.522	788.5225	0.0005	PC O-37:9;O	C45H74NO8P	[M+H]+	
788.615	788.6164	0.0014	PC 36:1	C44H86NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 36:1
788.615	788.6164	0.0014	PC O-36:2;O	C44H86NO8P	[M+H]+	
788.615	788.6164	0.0014	PC 36:1	C44H86NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 36:1
788.615	788.6164	0.0014	PC O-36:2;O	C44H86NO8P	[M+H]+	
788.616	788.6164	0.0004	PC 36:1	C44H86NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 36:1
788.616	788.6164	0.0004	PC O-36:2;O	C44H86NO8P	[M+H]+	
788.616	788.6164	0.0004	PC 36:1	C44H86NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 36:1
788.616	788.6164	0.0004	PC O-36:2;O	C44H86NO8P	[M+H]+	
788.616	788.6164	0.0004	PC 36:1	C44H86NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 36:1
788.616	788.6164	0.0004	PC O-36:2;O	C44H86NO8P	[M+H]+	
788.617	788.6164	0.0006	PC 36:1	C44H86NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 36:1
788.617	788.6164	0.0006	PC O-36:2;O	C44H86NO8P	[M+H]+	
790.572	790.5745	0.0025	PC O-38:7	C46H80NO7P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC O-38:7
792.552	792.5538	0.0018	PC 37:6	C45H78NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 37:6
792.552	792.5538	0.0018	PC O-37:7;O	C45H78NO8P	[M+H]+	
792.553	792.5538	0.0008	PC 37:6	C45H78NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 37:6
792.553	792.5538	0.0008	PC O-37:7;O	C45H78NO8P	[M+H]+	
792.553	792.5538	0.0008	PC 37:6	C45H78NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 37:6
792.553	792.5538	0.0008	PC O-37:7;O	C45H78NO8P	[M+H]+	
792.553	792.5538	0.0008	PC 37:6	C45H78NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 37:6
792.553	792.5538	0.0008	PC O-37:7;O	C45H78NO8P	[M+H]+	
792.553	792.5538	0.0008	PC 37:6	C45H78NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 37:6
792.553	792.5538	0.0008	PC O-37:7;O	C45H78NO8P	[M+H]+	
792.554	792.5538	0.0002	PC 37:6	C45H78NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 37:6
792.554	792.5538	0.0002	PC O-37:7;O	C45H78NO8P	[M+H]+	
792.554	792.5538	0.0002	PC 37:6	C45H78NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 37:6
792.554	792.5538	0.0002	PC O-37:7;O	C45H78NO8P	[M+H]+	
792.554	792.5538	0.0002	PC 37:6	C45H78NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 37:6
792.554	792.5538	0.0002	PC O-37:7;O	C45H78NO8P	[M+H]+	
792.554	792.5538	0.0002	PC 37:6	C45H78NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 37:6
792.554	792.5538	0.0002	PC O-37:7;O	C45H78NO8P	[M+H]+	
792.554	792.5538	0.0002	PC 37:6	C45H78NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 37:6
792.554	792.5538	0.0002	PC O-37:7;O	C45H78NO8P	[M+H]+	
792.554	792.5538	0.0002	PC 37:6	C45H78NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 37:6
792.554	792.5538	0.0002	PC O-37:7;O	C45H78NO8P	[M+H]+	
792.554	792.5538	0.0002	PC 37:6	C45H78NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 37:6
792.554	792.5538	0.0002	PC O-37:7;O	C45H78NO8P	[M+H]+	
792.554	792.5538	0.0002	PC 37:6	C45H78NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 37:6
792.554	792.5538	0.0002	PC O-37:7;O	C45H78NO8P	[M+H]+	
792.555	792.5538	0.0012	PC 37:6	C45H78NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 37:6
792.555	792.5538	0.0012	PC O-37:7;O	C45H78NO8P	[M+H]+	
792.589	792.5902	0.0012	PC O-38:6	C46H82NO7P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC O-38:6
792.589	792.5902	0.0012	PC O-38:6	C46H82NO7P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC O-38:6
792.589	792.5902	0.0012	PC O-38:6	C46H82NO7P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC O-38:6
792.589	792.5902	0.0012	PC O-38:6	C46H82NO7P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC O-38:6
792.589	792.5902	0.0012	PC O-38:6	C46H82NO7P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC O-38:6
792.589	792.5902	0.0012	PC O-38:6	C46H82NO7P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC O-38:6
792.589	792.5902	0.0012	PC O-38:6	C46H82NO7P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC O-38:6
792.589	792.5902	0.0012	PC O-38:6	C46H82NO7P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC O-38:6
792.589	792.5902	0.0012	PC O-38:6	C46H82NO7P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC O-38:6
792.59	792.5902	0.0002	PC O-38:6	C46H82NO7P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC O-38:6
792.59	792.5902	0.0002	PC O-38:6	C46H82NO7P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC O-38:6
794.604	794.6058	0.0018	PC O-38:5	C46H84NO7P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC O-38:5
794.604	794.6058	0.0018	PC O-38:5	C46H84NO7P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC O-38:5
794.604	794.6058	0.0018	PC O-38:5	C46H84NO7P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC O-38:5
794.604	794.6058	0.0018	PC O-38:5	C46H84NO7P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC O-38:5
794.604	794.6058	0.0018	PC O-38:5	C46H84NO7P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC O-38:5
794.604	794.6058	0.0018	PC O-38:5	C46H84NO7P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC O-38:5
794.605	794.6058	0.0008	PC O-38:5	C46H84NO7P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC O-38:5
796.582	796.5851	0.0031	PC 37:4	C45H82NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 37:4
796.582	796.5851	0.0031	PC O-37:5;O	C45H82NO8P	[M+H]+	
796.582	796.5851	0.0031	PC 37:4	C45H82NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 37:4
796.582	796.5851	0.0031	PC O-37:5;O	C45H82NO8P	[M+H]+	
798.563	798.5643	0.0013	PC 36:4;O	C44H80NO9P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 36:4;O
798.563	798.5643	0.0013	PC 36:4;O	C44H80NO9P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 36:4;O
802.595	802.5956	0.0006	PC 36:2;O	C44H84NO9P	[M+H]+	
804.553	804.5538	0.0008	PC 38:7	C46H78NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 38:7
804.553	804.5538	0.0008	PC O-38:8;O	C46H78NO8P	[M+H]+	
804.589	804.5902	0.0012	PC O-39:7	C47H82NO7P	[M+H]+	
804.589	804.5902	0.0012	PC O-39:7	C47H82NO7P	[M+H]+	
804.589	804.5902	0.0012	PC O-39:7	C47H82NO7P	[M+H]+	
804.589	804.5902	0.0012	PC O-39:7	C47H82NO7P	[M+H]+	
804.61	804.6113	0.0013	PC 36:1;O	C44H86NO9P	[M+H]+	
804.61	804.6113	0.0013	PC 36:1;O	C44H86NO9P	[M+H]+	
806.53	806.533	0.003	PC 37:7;O	C45H76NO9P	[M+H]+	
806.532	806.533	0.001	PC 37:7;O	C45H76NO9P	[M+H]+	
806.532	806.533	0.001	PC 37:7;O	C45H76NO9P	[M+H]+	
806.569	806.5694	0.0004	PC 38:6	C46H80NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 38:6
806.569	806.5694	0.0004	PC O-38:7;O	C46H80NO8P	[M+H]+	
806.569	806.5694	0.0004	PC 38:6	C46H80NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 38:6
806.569	806.5694	0.0004	PC O-38:7;O	C46H80NO8P	[M+H]+	
806.569	806.5694	0.0004	PC 38:6	C46H80NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 38:6
806.569	806.5694	0.0004	PC O-38:7;O	C46H80NO8P	[M+H]+	
806.569	806.5694	0.0004	PC 38:6	C46H80NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 38:6
806.569	806.5694	0.0004	PC O-38:7;O	C46H80NO8P	[M+H]+	
806.569	806.5694	0.0004	PC 38:6	C46H80NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 38:6
806.569	806.5694	0.0004	PC O-38:7;O	C46H80NO8P	[M+H]+	
806.57	806.5694	0.0006	PC 38:6	C46H80NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 38:6
806.57	806.5694	0.0006	PC O-38:7;O	C46H80NO8P	[M+H]+	
806.57	806.5694	0.0006	PC 38:6	C46H80NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 38:6
806.57	806.5694	0.0006	PC O-38:7;O	C46H80NO8P	[M+H]+	
806.57	806.5694	0.0006	PC 38:6	C46H80NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 38:6
806.57	806.5694	0.0006	PC O-38:7;O	C46H80NO8P	[M+H]+	
806.57	806.5694	0.0006	PC 38:6	C46H80NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 38:6
806.57	806.5694	0.0006	PC O-38:7;O	C46H80NO8P	[M+H]+	
806.57	806.5694	0.0006	PC 38:6	C46H80NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 38:6
806.57	806.5694	0.0006	PC O-38:7;O	C46H80NO8P	[M+H]+	
806.57	806.5694	0.0006	PC 38:6	C46H80NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 38:6
806.57	806.5694	0.0006	PC O-38:7;O	C46H80NO8P	[M+H]+	
806.57	806.5694	0.0006	PC 38:6	C46H80NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 38:6
806.57	806.5694	0.0006	PC O-38:7;O	C46H80NO8P	[M+H]+	
806.57	806.5694	0.0006	PC 38:6	C46H80NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 38:6
806.57	806.5694	0.0006	PC O-38:7;O	C46H80NO8P	[M+H]+	
806.571	806.5694	0.0016	PC 38:6	C46H80NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 38:6
806.571	806.5694	0.0016	PC O-38:7;O	C46H80NO8P	[M+H]+	
808.547	808.5487	0.0017	PC 37:6;O	C45H78NO9P	[M+H]+	
808.548	808.5487	0.0007	PC 37:6;O	C45H78NO9P	[M+H]+	
808.58	808.5851	0.0051	PC 38:5	C46H82NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 38:5
808.58	808.5851	0.0051	PC O-38:6;O	C46H82NO8P	[M+H]+	
808.584	808.5851	0.0011	PC 38:5	C46H82NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 38:5
808.584	808.5851	0.0011	PC O-38:6;O	C46H82NO8P	[M+H]+	
808.584	808.5851	0.0011	PC 38:5	C46H82NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 38:5
808.584	808.5851	0.0011	PC O-38:6;O	C46H82NO8P	[M+H]+	
808.584	808.5851	0.0011	PC 38:5	C46H82NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 38:5
808.584	808.5851	0.0011	PC O-38:6;O	C46H82NO8P	[M+H]+	
808.584	808.5851	0.0011	PC 38:5	C46H82NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 38:5
808.584	808.5851	0.0011	PC O-38:6;O	C46H82NO8P	[M+H]+	
808.584	808.5851	0.0011	PC 38:5	C46H82NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 38:5
808.584	808.5851	0.0011	PC O-38:6;O	C46H82NO8P	[M+H]+	
808.584	808.5851	0.0011	PC 38:5	C46H82NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 38:5
808.584	808.5851	0.0011	PC O-38:6;O	C46H82NO8P	[M+H]+	
808.584	808.5851	0.0011	PC 38:5	C46H82NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 38:5
808.584	808.5851	0.0011	PC O-38:6;O	C46H82NO8P	[M+H]+	
808.585	808.5851	0.0001	PC 38:5	C46H82NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 38:5
808.585	808.5851	0.0001	PC O-38:6;O	C46H82NO8P	[M+H]+	
808.585	808.5851	0.0001	PC 38:5	C46H82NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 38:5
808.585	808.5851	0.0001	PC O-38:6;O	C46H82NO8P	[M+H]+	
808.586	808.5851	0.0009	PC 38:5	C46H82NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 38:5
808.586	808.5851	0.0009	PC O-38:6;O	C46H82NO8P	[M+H]+	
810.6	810.6007	0.0007	PC 38:4	C46H84NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 38:4
810.6	810.6007	0.0007	PC O-38:5;O	C46H84NO8P	[M+H]+	
810.6	810.6007	0.0007	PC 38:4	C46H84NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 38:4
810.6	810.6007	0.0007	PC O-38:5;O	C46H84NO8P	[M+H]+	
810.6	810.6007	0.0007	PC 38:4	C46H84NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 38:4
810.6	810.6007	0.0007	PC O-38:5;O	C46H84NO8P	[M+H]+	
810.6	810.6007	0.0007	PC 38:4	C46H84NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 38:4
810.6	810.6007	0.0007	PC O-38:5;O	C46H84NO8P	[M+H]+	
810.6	810.6007	0.0007	PC 38:4	C46H84NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 38:4
810.6	810.6007	0.0007	PC O-38:5;O	C46H84NO8P	[M+H]+	
810.6	810.6007	0.0007	PC 38:4	C46H84NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 38:4
810.6	810.6007	0.0007	PC O-38:5;O	C46H84NO8P	[M+H]+	
810.6	810.6007	0.0007	PC 38:4	C46H84NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 38:4
810.6	810.6007	0.0007	PC O-38:5;O	C46H84NO8P	[M+H]+	
810.6	810.6007	0.0007	PC 38:4	C46H84NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 38:4
810.6	810.6007	0.0007	PC O-38:5;O	C46H84NO8P	[M+H]+	
810.6	810.6007	0.0007	PC 38:4	C46H84NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 38:4
810.6	810.6007	0.0007	PC O-38:5;O	C46H84NO8P	[M+H]+	
810.6	810.6007	0.0007	PC 38:4	C46H84NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 38:4
810.6	810.6007	0.0007	PC O-38:5;O	C46H84NO8P	[M+H]+	
810.6	810.6007	0.0007	PC 38:4	C46H84NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 38:4
810.6	810.6007	0.0007	PC O-38:5;O	C46H84NO8P	[M+H]+	
810.6	810.6007	0.0007	PC 38:4	C46H84NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 38:4
810.6	810.6007	0.0007	PC O-38:5;O	C46H84NO8P	[M+H]+	
810.6	810.6007	0.0007	PC 38:4	C46H84NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 38:4
810.6	810.6007	0.0007	PC O-38:5;O	C46H84NO8P	[M+H]+	
810.6	810.6007	0.0007	PC 38:4	C46H84NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 38:4
810.6	810.6007	0.0007	PC O-38:5;O	C46H84NO8P	[M+H]+	
810.6	810.6007	0.0007	PC 38:4	C46H84NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 38:4
810.6	810.6007	0.0007	PC O-38:5;O	C46H84NO8P	[M+H]+	
810.6	810.6007	0.0007	PC 38:4	C46H84NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 38:4
810.6	810.6007	0.0007	PC O-38:5;O	C46H84NO8P	[M+H]+	
810.6	810.6007	0.0007	PC 38:4	C46H84NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 38:4
810.6	810.6007	0.0007	PC O-38:5;O	C46H84NO8P	[M+H]+	
810.601	810.6007	0.0003	PC 38:4	C46H84NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 38:4
810.601	810.6007	0.0003	PC O-38:5;O	C46H84NO8P	[M+H]+	
810.601	810.6007	0.0003	PC 38:4	C46H84NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 38:4
810.601	810.6007	0.0003	PC O-38:5;O	C46H84NO8P	[M+H]+	
810.601	810.6007	0.0003	PC 38:4	C46H84NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 38:4
810.601	810.6007	0.0003	PC O-38:5;O	C46H84NO8P	[M+H]+	
810.601	810.6007	0.0003	PC 38:4	C46H84NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 38:4
810.601	810.6007	0.0003	PC O-38:5;O	C46H84NO8P	[M+H]+	
810.601	810.6007	0.0003	PC 38:4	C46H84NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 38:4
810.601	810.6007	0.0003	PC O-38:5;O	C46H84NO8P	[M+H]+	
810.601	810.6007	0.0003	PC 38:4	C46H84NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 38:4
810.601	810.6007	0.0003	PC O-38:5;O	C46H84NO8P	[M+H]+	
810.601	810.6007	0.0003	PC 38:4	C46H84NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 38:4
810.601	810.6007	0.0003	PC O-38:5;O	C46H84NO8P	[M+H]+	
810.601	810.6007	0.0003	PC 38:4	C46H84NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 38:4
810.601	810.6007	0.0003	PC O-38:5;O	C46H84NO8P	[M+H]+	
810.601	810.6007	0.0003	PC 38:4	C46H84NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 38:4
810.601	810.6007	0.0003	PC O-38:5;O	C46H84NO8P	[M+H]+	
810.601	810.6007	0.0003	PC 38:4	C46H84NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 38:4
810.601	810.6007	0.0003	PC O-38:5;O	C46H84NO8P	[M+H]+	
810.601	810.6007	0.0003	PC 38:4	C46H84NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 38:4
810.601	810.6007	0.0003	PC O-38:5;O	C46H84NO8P	[M+H]+	
810.601	810.6007	0.0003	PC 38:4	C46H84NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 38:4
810.601	810.6007	0.0003	PC O-38:5;O	C46H84NO8P	[M+H]+	
810.601	810.6007	0.0003	PC 38:4	C46H84NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 38:4
810.601	810.6007	0.0003	PC O-38:5;O	C46H84NO8P	[M+H]+	
810.601	810.6007	0.0003	PC 38:4	C46H84NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 38:4
810.601	810.6007	0.0003	PC O-38:5;O	C46H84NO8P	[M+H]+	
810.601	810.6007	0.0003	PC 38:4	C46H84NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 38:4
810.601	810.6007	0.0003	PC O-38:5;O	C46H84NO8P	[M+H]+	
810.602	810.6007	0.0013	PC 38:4	C46H84NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 38:4
810.602	810.6007	0.0013	PC O-38:5;O	C46H84NO8P	[M+H]+	
812.611	812.6164	0.0054	PC 38:3	C46H86NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 38:3
812.611	812.6164	0.0054	PC O-38:4;O	C46H86NO8P	[M+H]+	
812.614	812.6164	0.0024	PC 38:3	C46H86NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 38:3
812.614	812.6164	0.0024	PC O-38:4;O	C46H86NO8P	[M+H]+	
812.614	812.6164	0.0024	PC 38:3	C46H86NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 38:3
812.614	812.6164	0.0024	PC O-38:4;O	C46H86NO8P	[M+H]+	
812.615	812.6164	0.0014	PC 38:3	C46H86NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 38:3
812.615	812.6164	0.0014	PC O-38:4;O	C46H86NO8P	[M+H]+	
814.631	814.632	0.001	PC 38:2	C46H88NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 38:2
814.631	814.632	0.001	PC O-38:3;O	C46H88NO8P	[M+H]+	
814.631	814.632	0.001	PC 38:2	C46H88NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 38:2
814.631	814.632	0.001	PC O-38:3;O	C46H88NO8P	[M+H]+	
814.631	814.632	0.001	PC 38:2	C46H88NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 38:2
814.631	814.632	0.001	PC O-38:3;O	C46H88NO8P	[M+H]+	
814.631	814.632	0.001	PC 38:2	C46H88NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 38:2
814.631	814.632	0.001	PC O-38:3;O	C46H88NO8P	[M+H]+	
814.631	814.632	0.001	PC 38:2	C46H88NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 38:2
814.631	814.632	0.001	PC O-38:3;O	C46H88NO8P	[M+H]+	
814.631	814.632	0.001	PC 38:2	C46H88NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 38:2
814.631	814.632	0.001	PC O-38:3;O	C46H88NO8P	[M+H]+	
814.631	814.632	0.001	PC 38:2	C46H88NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 38:2
814.631	814.632	0.001	PC O-38:3;O	C46H88NO8P	[M+H]+	
814.631	814.632	0.001	PC 38:2	C46H88NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 38:2
814.631	814.632	0.001	PC O-38:3;O	C46H88NO8P	[M+H]+	
814.631	814.632	0.001	PC 38:2	C46H88NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 38:2
814.631	814.632	0.001	PC O-38:3;O	C46H88NO8P	[M+H]+	
814.631	814.632	0.001	PC 38:2	C46H88NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 38:2
814.631	814.632	0.001	PC O-38:3;O	C46H88NO8P	[M+H]+	
814.631	814.632	0.001	PC 38:2	C46H88NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 38:2
814.631	814.632	0.001	PC O-38:3;O	C46H88NO8P	[M+H]+	
816.646	816.6477	0.0017	PC 38:1	C46H90NO8P	[M+H]+	https://lipidmaps.org/resources/tools/chemdb_ontology?abbrev=PC 38:1
816.646	816.6477	0.0017	PC O-38:2;O	C46H90NO8P	[M+H]+	
